,Tweets,id,date,likes,retweets,place
0,"""الصحة"" تجري 143,336 فحصاً ضمن خططها لتوسيع نطاق الفحوصات وتكشف عن 1,172 إصابة جديدة بفيروس و 1,460 حالة شفاء وحالتي وفاة خلال الـ24 ساعة الماضية.| وام ",1322158468455870464,2020-10-30 12:48:38,0,0,"Place(_api=<tweepy.api.API object at 0x7f3d68b41790>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f3d68b41790>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
