,Tweets,id,date,likes,retweets,place
0,لقاح كورونا موديرنا: اللقاح فعّال ضد كورونا المتحور ببريطانيا وجنوب إفريقيا  ,1353843227342770187,2021-01-25 23:12:33,0,0,"Place(_api=<tweepy.api.API object at 0x7f8c489cbcd0>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f8c489cbcd0>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
1,فيروس كورونا شاهد أول صورة للطفرة البريطانية القاتلة من فيروس كورونا  ,1353843224465403910,2021-01-25 23:12:32,0,0,"Place(_api=<tweepy.api.API object at 0x7f8c489cbcd0>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f8c489cbcd0>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
2,شرطة دبي توفّر لقاح «كورونا» لموظفيها في الميدان  ,1353832671286181896,2021-01-25 22:30:36,0,0,"Place(_api=<tweepy.api.API object at 0x7f8c489cbcd0>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f8c489cbcd0>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
3,المغرب يسجل 337 إصابة جديدة بفيروس كورونا و22 حالة وفاة  ,1353793020739477506,2021-01-25 19:53:03,0,0,"Place(_api=<tweepy.api.API object at 0x7f8c489cbcd0>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f8c489cbcd0>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
4,الحين عادي ييني كورونا لو خذت اللقاح؟,1353791877359804418,2021-01-25 19:48:30,0,0,"Place(_api=<tweepy.api.API object at 0x7f8c489cbcd0>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f8c489cbcd0>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
5,لا زلت أنتظر إنخفاض الأسعار و هذا لن يأتي بسبب جائحة بل عندما يزيد العرض على الطلب .. ننتظر ,1353785390092718080,2021-01-25 19:22:43,0,0,"Place(_api=<tweepy.api.API object at 0x7f8c489cbcd0>, id='00ecb59b0dad186e', url='https://api.twitter.com/1.1/geo/id/00ecb59b0dad186e.json', place_type='admin', name='Sharjah', full_name='Sharjah, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f8c489cbcd0>, type='Polygon', coordinates=[[[55.0091271, 24.7328863], [56.3816989, 24.7328863], [56.3816989, 25.8997649], [55.0091271, 25.8997649]]]), attributes={})"
6,6 من ربعي خلال سبوع تأكد اصابتهم بفايروس كورونا  يا خوان الحذر خاصه الي عنده حد من اهله يعاني من مرض مزمن او كبير فالسن  الله يحفظ الجميع و يشفي المصابين يارب,1353783728947007488,2021-01-25 19:16:07,0,0,"Place(_api=<tweepy.api.API object at 0x7f8c489cbcd0>, id='00f24ae701a1207b', url='https://api.twitter.com/1.1/geo/id/00f24ae701a1207b.json', place_type='admin', name='Abu Dhabi', full_name='Abu Dhabi, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f8c489cbcd0>, type='Polygon', coordinates=[[[51.2938738, 22.6261387], [56.0175464, 22.6261387], [56.0175464, 25.1639588], [51.2938738, 25.1639588]]]), attributes={})"
7,اليونان تجيز استخدام عقار “كولشيسين” لعلاج كورونا  ,1353780460908728321,2021-01-25 19:03:08,3,5,"Place(_api=<tweepy.api.API object at 0x7f8c489cbcd0>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f8c489cbcd0>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
8,الله يبعد كورونا عنا و عنكم و يفكنا منه يارب  عسى حياتنا ترد طبيعيه,1353766745119600644,2021-01-25 18:08:38,0,1,"Place(_api=<tweepy.api.API object at 0x7f8c489cbcd0>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f8c489cbcd0>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
9,«موارد دبي»: الحجر الصحي لمخالطي مصابي كورونا 10 أيام وتخصم من الإجازة عند التكرار  ,1353757035410509824,2021-01-25 17:30:03,0,0,"Place(_api=<tweepy.api.API object at 0x7f8c489cbcd0>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f8c489cbcd0>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
