,Tweets,id,date,likes,retweets,place
0,( معالي الدكتور حمدان مسلم المزروعي،رئيس مجلس إدارة هيئة الهلال الأحمر الإماراتي. ,1323599987272523779,2020-11-03 12:16:42,1,0,"Place(_api=<tweepy.api.API object at 0x7f33bac29790>, id='00f24ae701a1207b', url='https://api.twitter.com/1.1/geo/id/00f24ae701a1207b.json', place_type='admin', name='Abu Dhabi', full_name='Abu Dhabi, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f33bac29790>, type='Polygon', coordinates=[[[51.2938738, 22.6261387], [56.0175464, 22.6261387], [56.0175464, 25.1639588], [51.2938738, 25.1639588]]]), attributes={})"
1,( صاحب السمو الشيخ حمدان بن زايد آل نهيان ممثل الحاكم في منطقة الظفرة، رئيس هيئة الهلال الأحمر الإماراتي. ,1323594667653533698,2020-11-03 11:55:34,4,1,"Place(_api=<tweepy.api.API object at 0x7f33bac29790>, id='00f24ae701a1207b', url='https://api.twitter.com/1.1/geo/id/00f24ae701a1207b.json', place_type='admin', name='Abu Dhabi', full_name='Abu Dhabi, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f33bac29790>, type='Polygon', coordinates=[[[51.2938738, 22.6261387], [56.0175464, 22.6261387], [56.0175464, 25.1639588], [51.2938738, 25.1639588]]]), attributes={})"
2,في سنة 2020 ، المجيب الافتراضي ثاني اسوء شي ستوا بعد كورونا الحين بتقولون تواصلوا على الخاص بتواصل على الخاص و ابغي موظف من عندكم يتصل فيني لو سمحتوا ، مب تمون تكلموني على الخاص جني بقردنكم,1323577761114607616,2020-11-03 10:48:23,2,0,"Place(_api=<tweepy.api.API object at 0x7f33bac29790>, id='00ecb59b0dad186e', url='https://api.twitter.com/1.1/geo/id/00ecb59b0dad186e.json', place_type='admin', name='Sharjah', full_name='Sharjah, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f33bac29790>, type='Polygon', coordinates=[[[55.0091271, 24.7328863], [56.3816989, 24.7328863], [56.3816989, 25.8997649], [55.0091271, 25.8997649]]]), attributes={})"
3,"°° ~ بتوجيهات صاحب السمو الشيخ محمد بن زايد آل نهيان، ومتابعة سمو الشيخ حمدان بن زايد آل نهيان،تم تخصيص 35 مليون درهم، لتقديم مساعدات إنسانية إماراتية عاجلة للمتأثرين من إعصار ""جوني"" في الفلبين . ",1323563614750580737,2020-11-03 09:52:11,3,3,"Place(_api=<tweepy.api.API object at 0x7f33bac29790>, id='00f24ae701a1207b', url='https://api.twitter.com/1.1/geo/id/00f24ae701a1207b.json', place_type='admin', name='Abu Dhabi', full_name='Abu Dhabi, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f33bac29790>, type='Polygon', coordinates=[[[51.2938738, 22.6261387], [56.0175464, 22.6261387], [56.0175464, 25.1639588], [51.2938738, 25.1639588]]]), attributes={})"
4,"°° ~ بتوجيهات صاحب السمو الشيخ محمد بن زايد آل نهيان، ومتابعة سمو الشيخ حمدان بن زايد آل نهيان، تم تخصيص 35 مليون درهم، لتقديم مساعدات إنسانية إماراتية عاجلة للمتأثرين من إعصار ""جوني"" في الفلبين . . ",1323562771808661505,2020-11-03 09:48:50,4,2,"Place(_api=<tweepy.api.API object at 0x7f33bac29790>, id='00f24ae701a1207b', url='https://api.twitter.com/1.1/geo/id/00f24ae701a1207b.json', place_type='admin', name='Abu Dhabi', full_name='Abu Dhabi, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f33bac29790>, type='Polygon', coordinates=[[[51.2938738, 22.6261387], [56.0175464, 22.6261387], [56.0175464, 25.1639588], [51.2938738, 25.1639588]]]), attributes={})"
5,اصدق عبارات الشكر والتقدير لدولة الإمارات العربية المتحدة قيادة وشعبا على مبادرتها الأخوية والإنسانية النبيلة، بإرسالها صباح هذا اليوم طائرة محملة بالمساعدات الطبية لشقيقتها تونس، في إطار جهودها لمجابهة جائحة كورونا. عاشت الاخوة التونسية الاماراتية ,1323554177356881920,2020-11-03 09:14:40,0,0,"Place(_api=<tweepy.api.API object at 0x7f33bac29790>, id='00f24ae701a1207b', url='https://api.twitter.com/1.1/geo/id/00f24ae701a1207b.json', place_type='admin', name='Abu Dhabi', full_name='Abu Dhabi, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f33bac29790>, type='Polygon', coordinates=[[[51.2938738, 22.6261387], [56.0175464, 22.6261387], [56.0175464, 25.1639588], [51.2938738, 25.1639588]]]), attributes={})"
6,محمد بن راشد يتلقى لقاح كورونا - البيان ,1323553323958546433,2020-11-03 09:11:17,0,0,"Place(_api=<tweepy.api.API object at 0x7f33bac29790>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f33bac29790>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
7,|~| محمد بن راشد: أثناء تلقي لقاح فيروس كورونا.. نسأل الله أن يحفظ الجميع ويعافي الجميع .. ونشيد بفرق العمل التي عملت جاهدة لتكون بلادنا من أوائل الدول عالمياً التي تحصل على لقاح لهذا الفيروس .. والمستقبل دائما أفضل وأجمل في دولة الإمارات .. ,1323546340618625024,2020-11-03 08:43:32,0,0,"Place(_api=<tweepy.api.API object at 0x7f33bac29790>, id='00f24ae701a1207b', url='https://api.twitter.com/1.1/geo/id/00f24ae701a1207b.json', place_type='admin', name='Abu Dhabi', full_name='Abu Dhabi, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f33bac29790>, type='Polygon', coordinates=[[[51.2938738, 22.6261387], [56.0175464, 22.6261387], [56.0175464, 25.1639588], [51.2938738, 25.1639588]]]), attributes={})"
8,منك لله يا كورونا,1323543389569224705,2020-11-03 08:31:48,0,0,"Place(_api=<tweepy.api.API object at 0x7f33bac29790>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f33bac29790>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
9,في هذه الانتخابات ، قام ملايين الأمريكيين بالتصويت بالبريد بسبب فيروس كورونا ، مما يعني أن التأخير في فرز جميع الأصوات أمر مرجح للغاية. وعادة ما يتم الإعلان عن النتيجة في ليلة يوم الانتخابات ، والتي تصادف هذا العام يوم الثلاثاء 3 نوفمبر.,1323511007814262785,2020-11-03 06:23:08,4,0,"Place(_api=<tweepy.api.API object at 0x7f33bac29790>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f33bac29790>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
