,Tweets,id,date,likes,retweets,place
0,"""الصحة"" تجري 130,573 فحصا ضمن خططها لتوسيع نطاق الفحوصات وتكشف عن 1,312 إصابة جديدة بفيروس المستجد و1,500 حالة شفاء و3 حالات وفاة خلال الـ 24 ساعة الماضية |وام ",1321774988991614981,2020-10-29 11:24:49,3,2,"Place(_api=<tweepy.api.API object at 0x7f7a80abe790>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f7a80abe790>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
