,Tweets,id,date,likes,retweets,place
0,ولما حد منهم يجيله كورونا ومايلاقيش مكان فالمستشفى يطلع يجعجع لنا عالفيسبوك وتويتر ويشتم فالحكومة  ,1384402180082266114,2021-04-20 07:02:55,0,0,"Place(_api=<tweepy.api.API object at 0x7fb01c8fe7f0>, id='00ecb59b0dad186e', url='https://api.twitter.com/1.1/geo/id/00ecb59b0dad186e.json', place_type='admin', name='Sharjah', full_name='Sharjah, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7fb01c8fe7f0>, type='Polygon', coordinates=[[[55.0091271, 24.7328863], [56.3816989, 24.7328863], [56.3816989, 25.8997649], [55.0091271, 25.8997649]]]), attributes={})"
1,لن تصدقوا أهمية السحور بزمن كورونا.. إليكم التفاصيل  ,1384395430549626881,2021-04-20 06:36:06,0,0,"Place(_api=<tweepy.api.API object at 0x7fb01c8fe7f0>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7fb01c8fe7f0>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
2,تطعيم سجناء غوانتانامو ضد كورونا  ,1384386868863590408,2021-04-20 06:02:04,0,0,"Place(_api=<tweepy.api.API object at 0x7fb01c8fe7f0>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7fb01c8fe7f0>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
3,واشنطن تحذر من السفر إلى 80% من دول العالم بسبب كورونا  ,1384379578848665603,2021-04-20 05:33:06,0,0,"Place(_api=<tweepy.api.API object at 0x7fb01c8fe7f0>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7fb01c8fe7f0>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
