,Tweets,id,date,likes,retweets,place
0,نموذج لنجاح دولة الإمارات رغم جائحة ,1364864469608919041,2021-02-25 09:07:02,1,1,"Place(_api=<tweepy.api.API object at 0x7f2db285dcd0>, id='00f24ae701a1207b', url='https://api.twitter.com/1.1/geo/id/00f24ae701a1207b.json', place_type='admin', name='Abu Dhabi', full_name='Abu Dhabi, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f2db285dcd0>, type='Polygon', coordinates=[[[51.2938738, 22.6261387], [56.0175464, 22.6261387], [56.0175464, 25.1639588], [51.2938738, 25.1639588]]]), attributes={})"
1,"نهاية كورونا في هذا الموعد.. وأخبار ""مبشرة"" عن ا نحن لا نؤمن بكلام الكفار ولكن نؤمن بكلام الله سبحانه وتعالى متى ما شاء الله سبحانه وتعالى سينتهي هذا المرض إنشاء الله سبحانه وتعالى وهو على كل شيء قدير ما عليكم الا الدعاء فقط لكي تزيل هذه الغمة /1417692",1364847194138935297,2021-02-25 07:58:23,0,0,"Place(_api=<tweepy.api.API object at 0x7f2db285dcd0>, id='00ecb59b0dad186e', url='https://api.twitter.com/1.1/geo/id/00ecb59b0dad186e.json', place_type='admin', name='Sharjah', full_name='Sharjah, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f2db285dcd0>, type='Polygon', coordinates=[[[55.0091271, 24.7328863], [56.3816989, 24.7328863], [56.3816989, 25.8997649], [55.0091271, 25.8997649]]]), attributes={})"
2,كورونا حول العالم… 2.5 مليون وفاة و112.6 مليون إصابة  ,1364846361808568325,2021-02-25 07:55:04,1,1,"Place(_api=<tweepy.api.API object at 0x7f2db285dcd0>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f2db285dcd0>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
3,صحفي بريطاني غيور على سمعة الإمارات وجد ان صحيفة التايمز البريطانية أسقطت الإمارات من قائمة اكثر الدول الذي قامت بتطعيم مواطنين ومقيمين بلقاح كورونا، تواصل مع الصحيفة ونجح في تصحيح معلوماتها. روب المقيم بدبي يستحق الشكر على مبادرة هي من صميم عمل دوائر إعلامية رسمية ,1364842016819998721,2021-02-25 07:37:49,34,17,"Place(_api=<tweepy.api.API object at 0x7f2db285dcd0>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f2db285dcd0>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
4,والله ركبت الموتر وويهي معتفس ربيعي يقول شو فيك قلت تخيل البنت جي قالتلي جان يقول ما قتلها شي جان اقول لا يعني يقصد خليتها جذي ما هزبتها ههههههه والله مصدوم من الرد ولا يعني اول يوم طالع بعد كورونا تعبان وابي استانس ووقفت وساعدتها بس الرد قال في منتصف الجبهه ,1364841707037024260,2021-02-25 07:36:35,0,0,"Place(_api=<tweepy.api.API object at 0x7f2db285dcd0>, id='00ecb59b0dad186e', url='https://api.twitter.com/1.1/geo/id/00ecb59b0dad186e.json', place_type='admin', name='Sharjah', full_name='Sharjah, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f2db285dcd0>, type='Polygon', coordinates=[[[55.0091271, 24.7328863], [56.3816989, 24.7328863], [56.3816989, 25.8997649], [55.0091271, 25.8997649]]]), attributes={})"
5,نعم شي عجيب ومتعب  ونسمع عن قوة جديدة واحتمال انتشار اكثر ..وكذلك، عن مرحلة ضعف وكثرة انتشار بدون تأثير  اتمنى ان يضاف للإحاطة الإعلامية دكتور ايضاً يبدي الرأي والتصور الفعلي لرحلة الفايروس، نحتاج ان نفهم هل لا زال وباء او مجرد فايروس مثل الانفلونزا ...,1364837732883726336,2021-02-25 07:20:47,0,1,"Place(_api=<tweepy.api.API object at 0x7f2db285dcd0>, id='00f24ae701a1207b', url='https://api.twitter.com/1.1/geo/id/00f24ae701a1207b.json', place_type='admin', name='Abu Dhabi', full_name='Abu Dhabi, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f2db285dcd0>, type='Polygon', coordinates=[[[51.2938738, 22.6261387], [56.0175464, 22.6261387], [56.0175464, 25.1639588], [51.2938738, 25.1639588]]]), attributes={})"
6,فيروس كورونا كيف يتأثر الجسم بالكمامة أثناء ممارسة الرياضة؟ خبراء يردون  ,1364837422500962306,2021-02-25 07:19:33,0,1,"Place(_api=<tweepy.api.API object at 0x7f2db285dcd0>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f2db285dcd0>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
7,لقاح كورونا “نبأ عظيم”.. لقاح فايزر فعال بنسبة 94% في عالم الواقع  ,1364837418973585411,2021-02-25 07:19:32,0,1,"Place(_api=<tweepy.api.API object at 0x7f2db285dcd0>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f2db285dcd0>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
8,عالميا .. إصابات كورونا تتجاوز 112.31 مليون شخص  ,1364819692662132736,2021-02-25 06:09:06,2,1,"Place(_api=<tweepy.api.API object at 0x7f2db285dcd0>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f2db285dcd0>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
9,فيروس كورونا كيف يتأثر الجسم بالكمامة أثناء ممارسة الرياضة؟ خبراء يردون  ,1364810873261281284,2021-02-25 05:34:03,2,3,"Place(_api=<tweepy.api.API object at 0x7f2db285dcd0>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f2db285dcd0>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
