,Tweets,id,date,likes,retweets,place
0,"“Together we are powerful, containment starts with us. Our greatest enemy right now the coronavirus itself; it’s fears, rumor and stigma itself. And our greatest assets are facts, reason and solidarity” ",1331925701562421250,2020-11-26 11:40:07,2,0,"Place(_api=<tweepy.api.API object at 0x7fc750c92790>, id='00f24ae701a1207b', url='https://api.twitter.com/1.1/geo/id/00f24ae701a1207b.json', place_type='admin', name='Abu Dhabi', full_name='Abu Dhabi, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7fc750c92790>, type='Polygon', coordinates=[[[51.2938738, 22.6261387], [56.0175464, 22.6261387], [56.0175464, 25.1639588], [51.2938738, 25.1639588]]]), attributes={})"
