,Tweets,id,date,likes,retweets,place
0,This one geezer from Birmingham tried to convince me the whole COVID 19 pandemic is a 5G conspiracy. (I had my mask on) That was pretty funny,1337433656042815488,2020-12-11 16:26:46,0,0,"Place(_api=<tweepy.api.API object at 0x7fdd469c4790>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7fdd469c4790>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
1,home bakery was crowded like corona never existed,1337416778494971905,2020-12-11 15:19:42,0,0,"Place(_api=<tweepy.api.API object at 0x7fdd469c4790>, id='00f24ae701a1207b', url='https://api.twitter.com/1.1/geo/id/00f24ae701a1207b.json', place_type='admin', name='Abu Dhabi', full_name='Abu Dhabi, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7fdd469c4790>, type='Polygon', coordinates=[[[51.2938738, 22.6261387], [56.0175464, 22.6261387], [56.0175464, 25.1639588], [51.2938738, 25.1639588]]]), attributes={})"
2,"First term done as HoD here in Abu Dhabi  Been eventful with COVID but overall a very positive experience, loving my time here in the UAE  looking forward to winter break ",1337391363516755968,2020-12-11 13:38:43,21,0,"Place(_api=<tweepy.api.API object at 0x7fdd469c4790>, id='00f24ae701a1207b', url='https://api.twitter.com/1.1/geo/id/00f24ae701a1207b.json', place_type='admin', name='Abu Dhabi', full_name='Abu Dhabi, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7fdd469c4790>, type='Polygon', coordinates=[[[51.2938738, 22.6261387], [56.0175464, 22.6261387], [56.0175464, 25.1639588], [51.2938738, 25.1639588]]]), attributes={})"
3,Nah Even if I was supporting him I damn know right he is not Person of the year. The was more accurate How about the frontline workers for Covid ,1337391131949199360,2020-12-11 13:37:48,7,2,"Place(_api=<tweepy.api.API object at 0x7fdd469c4790>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7fdd469c4790>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
4,Dubai loves covid ,1337383730567057410,2020-12-11 13:08:23,42,1,"Place(_api=<tweepy.api.API object at 0x7fdd469c4790>, id='0031d9ac016e4e15', url='https://api.twitter.com/1.1/geo/id/0031d9ac016e4e15.json', place_type='admin', name='Umm Al Quwain', full_name='Umm Al Quwain, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7fdd469c4790>, type='Polygon', coordinates=[[[55.5101233, 25.3405667], [55.8819732, 25.3405667], [55.8819732, 25.6559154], [55.5101233, 25.6559154]]]), attributes={})"
5,Last Long Run for 2020  Thankful for the opportunity to run my first debut of Full Marathon 42.2km for but the event was postponed due to COVID-19 Pandemic Elapsed Time is 445 ,1337369641853784064,2020-12-11 12:12:24,1,0,"Place(_api=<tweepy.api.API object at 0x7fdd469c4790>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7fdd469c4790>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
6,Yo just wanna know with this whole freaking pandemic at the moment where China at like they brought it and zero news or cases. Shit doesn’t add up,1337359392518393856,2020-12-11 11:31:40,0,0,"Place(_api=<tweepy.api.API object at 0x7fdd469c4790>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7fdd469c4790>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
7,'I've never felt such silence' -- What it's like to work at an airport right now  via,1337352208476737538,2020-12-11 11:03:07,0,0,"Place(_api=<tweepy.api.API object at 0x7fdd469c4790>, id='00f24ae701a1207b', url='https://api.twitter.com/1.1/geo/id/00f24ae701a1207b.json', place_type='admin', name='Abu Dhabi', full_name='Abu Dhabi, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7fdd469c4790>, type='Polygon', coordinates=[[[51.2938738, 22.6261387], [56.0175464, 22.6261387], [56.0175464, 25.1639588], [51.2938738, 25.1639588]]]), attributes={})"
8,Germany braces for tougher lockdown before Christmas | Article [AMP] | Reuters ,1337348855772442624,2020-12-11 10:49:48,0,1,"Place(_api=<tweepy.api.API object at 0x7fdd469c4790>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7fdd469c4790>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
9,It is clear from this article that we are unnecessarily overburdening our healthcare system. We don't go to hospital for Chickenpox. Covid + cases need isolation and rest which could be achieved at home. ,1337330945570058240,2020-12-11 09:38:38,0,0,"Place(_api=<tweepy.api.API object at 0x7fdd469c4790>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7fdd469c4790>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
